;ID_ANUNCIO;TIPO_IMOVEL;TITULO;QUARTO_INFOS;QTD_QUARTOS;AREA_M2;GARAGEM_INFOS;VAGAS_GARAGEM;BANHEIROS_INFOS;QTD_BANHEIROS;CIDADE;BAIRRO;VALOR_RS;IPTU_RS;CONDOMINIO_RS;DATA_PUBLICACAO;LINK
38;1129095250;Apartamento;APARTAMENTO À VENDA COM 4 QUARTOS 200 M² NO CAMPO GRANDE-SALVADOR/BA;4 quartos;4.0;200.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Centro;1000000.0;2618.0;2000.0;2023-02-05 18:17;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-venda-com-4-quartos-200-m-no-campo-grande-salvador-ba-1129095250
39;1065657259;Apartamento;Ed. Evolution 2 opções (54m² e 77m²) ver descrição.;1 quarto;1.0;54.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Armação;369000.0;;;2023-02-05 18:17;https://ba.olx.com.br/grande-salvador/imoveis/ed-evolution-2-opcoes-54m-e-77m-ver-descricao-1065657259
40;1143230440;Apartamento;Apartamento para venda tem 107 metros quadrados com 3 quartos em Alphaville I - Salvador -;3 quartos;3.0;107.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Alphaville I;1000000.0;3999.0;800.0;2023-02-05 18:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-107-metros-quadrados-com-3-quartos-em-alphaville-i-salvador-1143230440
41;998871506;Apartamento;Apartamento para Venda em Salvador, Imbuí, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;3 quartos;3.0;109.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Imbuí;890000.0;1400.0;;2023-02-05 18:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-imbui-3-dormitorios-1-suite-2-banheiros-2-vagas-998871506
42;1022907359;Apartamento;Apartamento para Venda em Salvador, Cidade Jardim, 4 dormitórios, 3 suítes, 4 banheiros, 4;4 quartos;4.0;178.0;4 vagas de garagem;4.0;4 banheiros;4.0;Salvador;Candeal;1400000.0;5432.0;1697.0;2023-02-05 18:15;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-cidade-jardim-4-dormitorios-3-suites-4-banheiros-4-1022907359
43;875075145;Apartamento;Apartamento para venda com 75 metros quadrados com 1 quarto em Pituaçu - Salvador - BA;1 quarto;1.0;75.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Pituaçu;590000.0;1000.0;500.0;2023-02-05 18:15;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-75-metros-quadrados-com-1-quarto-em-pituacu-salvador-ba-875075145
44;1132678795;Apartamento;MV 04 JARDIM DAS MARGARIDAS;2 quartos;2.0;50.0;2 vagas de garagem;2.0;1 banheiro;1.0;Salvador;Jardim das Margaridas;100000.0;200.0;;2023-02-05 18:14;https://ba.olx.com.br/grande-salvador/imoveis/mv-04-jardim-das-margaridas-1132678795
45;1101749499;Apartamento;Apto 3/4, suíte, nascente!!;3 quartos;3.0;94.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Candeal;690000.0;196.0;;2023-02-05 18:14;https://ba.olx.com.br/grande-salvador/imoveis/apto-3-4-suite-nascente-1101749499
46;950009633;Apartamento;Apartamento para Venda em Salvador, Ondina, 4 dormitórios, 4 suítes, 6 banheiros, 4 vagas;4 quartos;4.0;298.0;4 vagas de garagem;4.0;5 ou mais banheiros;5.0;Salvador;Ondina;2590000.0;600.0;;2023-02-05 18:13;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-ondina-4-dormitorios-4-suites-6-banheiros-4-vagas-950009633
47;1017153228;Apartamento;Apartamento quarto e sala a venda na Pituba;1 quarto;1.0;38.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;300000.0;;430.0;2023-02-05 18:12;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-quarto-e-sala-a-venda-na-pituba-1017153228
48;1069319354;Apartamento;Apartamento para Venda em Salvador/BA;4 quartos;4.0;195.0;4 vagas de garagem;4.0;5 ou mais banheiros;5.0;Salvador;Candeal;1650000.0;410.0;2050.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-ba-1069319354
49;1068512820;Apartamento;Apartamento para Venda em Salvador/BA;3 quartos;3.0;90.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Imbuí;490000.0;190.0;450.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-ba-1068512820
50;900200524;Apartamento;Apartamento  84 metros com 3 quartos em Garcia - Salvador - BA;3 quartos;3.0;84.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Garcia;450000.0;98.0;690.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-84-metros-com-3-quartos-em-garcia-salvador-ba-900200524
51;921994390;Apartamento;Apartamento 2 Quartos para Venda em Salvador, COSTA AZUL, 2 dormitórios, 1 suíte, 3 banhei;2 quartos;2.0;94.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Costa Azul;275000.0;82.0;410.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-2-quartos-para-venda-em-salvador-costa-azul-2-dormitorios-1-suite-3-banhei-921994390
52;1124535316;Apartamento;Apartamento 3 Quartos para Venda em Salvador, STIEP, 3 dormitórios, 1 suíte, 3 banheiros, ;3 quartos;3.0;74.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Stiep;490000.0;;690.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-3-quartos-para-venda-em-salvador-stiep-3-dormitorios-1-suite-3-banheiros-1124535316
53;1058049390;Apartamento;Apartamento para venda tem 42 metros quadrados com 1 quarto em Pituba - Salvador - BA;1 quarto;1.0;42.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;250000.0;455.0;640.0;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-42-metros-quadrados-com-1-quarto-em-pituba-salvador-ba-1058049390
54;875432477;Apartamento;Apartamento com 4 dormitórios à venda, 128 m² por R$ 640.000,00 - Pituba - Salvador/BA;4 quartos;4.0;128.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Pituba;640000.0;143.0;;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-4-dormitorios-a-venda-128-m-por-r-640-000-00-pituba-salvador-ba-875432477
55;996797640;Apartamento;Salvador/BA, 3/Q, Bairro Graça, nascente, excelente localização.;3 quartos;3.0;107.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Graça;660000.0;145.0;;2023-02-05 18:11;https://ba.olx.com.br/grande-salvador/imoveis/salvador-ba-3-q-bairro-graca-nascente-excelente-localizacao-996797640
56;955359621;Apartamento;Apartamento para Venda em Salvador, Parque Bela Vista, 1 dormitório, 1 suíte, 1 banheiro, ;1 quarto;1.0;41.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Brotas;215000.0;;530.0;2023-02-05 18:10;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-parque-bela-vista-1-dormitorio-1-suite-1-banheiro-955359621
57;884368393;Apartamento;Apartamento para venda tem 50 metros quadrados com 1 quarto em Centro - Salvador - Bahia;1 quarto;1.0;50.0;;;1 banheiro;1.0;Salvador;Centro;140000.0;;;2023-02-05 18:09;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-50-metros-quadrados-com-1-quarto-em-centro-salvador-bahia-884368393
58;1073941641;Apartamento;Apartamento para venda tem 77 metros quadrados com 2 quartos em Brotas - Salvador - Bahia;2 quartos;2.0;77.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Brotas;370000.0;150.0;;2023-02-05 18:09;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-77-metros-quadrados-com-2-quartos-em-brotas-salvador-bahia-1073941641
59;1005422778;Apartamento;SALVADOR - Apartamento Padrão - PITUBA;3 quartos;3.0;110.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;355000.0;107.0;;2023-02-05 18:09;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-pituba-1005422778
60;1016663405;Apartamento;Apartamento para venda tem 180 metros quadrados com 3 quartos em Barra - Salvador - BA;3 quartos;3.0;180.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Barra;2400000.0;;;2023-02-05 18:08;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-180-metros-quadrados-com-3-quartos-em-barra-salvador-ba-1016663405
61;1133154465;Apartamento;Apartamento para venda com 3 quartos em Stella Maris - Salvador - BA;3 quartos;3.0;80.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Stella Maris;330000.0;;;2023-02-05 18:08;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-3-quartos-em-stella-maris-salvador-ba-1133154465
62;1134835596;Apartamento;Apto 2/4 - Pau da Lima - 3º Andar - Nascente - Perto da Maxxi Atacado;2 quartos;2.0;52.0;;;1 banheiro;1.0;Salvador;Pau da Lima;110000.0;27.0;100.0;2023-02-05 18:08;https://ba.olx.com.br/grande-salvador/imoveis/apto-2-4-pau-da-lima-3-andar-nascente-perto-da-maxxi-atacado-1134835596
63;1121141541;Apartamento;Felice Pituaçu Apt de 75m2 com 02 quartos, sendo 1 suíte Vista mar e  andar alto.;2 quartos;2.0;75.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Pituaçu;650000.0;700.0;680.0;2023-02-05 18:08;https://ba.olx.com.br/grande-salvador/imoveis/felice-pituacu-apt-de-75m2-com-02-quartos-sendo-1-suite-vista-mar-e-andar-alto-1121141541
64;1101603183;Apartamento;Apartamentos com 2 e 3 quartos - Lançamento Ancoratto em Jaguaribe:;2 quartos;2.0;65.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Jaguaribe;521000.0;1.0;1.0;2023-02-05 18:05;https://ba.olx.com.br/grande-salvador/imoveis/apartamentos-com-2-e-3-quartos-lancamento-ancoratto-em-jaguaribe-1101603183
65;1098191474;Apartamento;Absolutto Imbuí- 3/4- Andar Alto- Vista Praça- 2 Vagas de garagem- Infraestrutura- Villa A;3 quartos;3.0;85.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Imbuí;650000.0;111.0;;2023-02-05 18:05;https://ba.olx.com.br/grande-salvador/imoveis/absolutto-imbui-3-4-andar-alto-vista-praca-2-vagas-de-garagem-infraestrutura-villa-a-1098191474
66;1067182839;Apartamento;Apartamento para Venda em Salvador, Jardim Apipema, 3 dormitórios, 1 suíte, 3 banheiros, 2;3 quartos;3.0;109.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Jardim Apipema;440000.0;2106.0;;2023-02-05 18:05;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-jardim-apipema-3-dormitorios-1-suite-3-banheiros-2-1067182839
67;938385936;Apartamento;SALVADOR - RESIDENCIAL - ITAIGARA;4 quartos;4.0;322.0;5 ou mais vagas de garagem;5.0;5 ou mais banheiros;5.0;Salvador;Itaigara;2390000.0;898.0;2924.0;2023-02-05 18:04;https://ba.olx.com.br/grande-salvador/imoveis/salvador-residencial-itaigara-938385936
68;1086717861;Apartamento;Apartamento para venda possui 55 m² com 2 quartos em Arraial do Retiro - Salvador - BA;2 quartos;2.0;55.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Arraial do Retiro;135000.0;;220.0;2023-02-05 18:04;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-55-m-com-2-quartos-em-arraial-do-retiro-salvador-ba-1086717861
69;978468149;Apartamento;2/4 Cores de Piatã;2 quartos;2.0;50.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Piatã;190000.0;700.0;;2023-02-05 18:02;https://ba.olx.com.br/grande-salvador/imoveis/2-4-cores-de-piata-978468149
70;1033990319;Apartamento;Smart Costa Azul Pronto;1 quarto;1.0;18.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Costa Azul;190000.0;;;2023-02-05 18:02;https://ba.olx.com.br/grande-salvador/imoveis/smart-costa-azul-pronto-1033990319
71;1014476216;Apartamento;Apartamento para Venda em Salvador, Horto Florestal, 1 dormitório, 1 suíte, 1 banheiro, 1 ;1 quarto;1.0;43.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Horto Florestal;530000.0;1.0;1.0;2023-02-05 18:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-horto-florestal-1-dormitorio-1-suite-1-banheiro-1-1014476216
72;1051108433;Apartamento;Apartamento para venda SMART ITAPUÃ possui 25 metros quadrados com 1 quarto;1 quarto;1.0;25.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Jardim Placaford;210000.0;;450.0;2023-02-05 18:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-smart-itapua-possui-25-metros-quadrados-com-1-quarto-1051108433
73;917402207;Apartamento;Apartamento para venda tem 170 metros quadrados com 4 quartos em Graça - Salvador - BA;4 quartos;4.0;170.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Graça;2200000.0;727.0;1250.0;2023-02-05 18:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-170-metros-quadrados-com-4-quartos-em-graca-salvador-ba-917402207
