,ID_ANUNCIO,TIPO_IMOVEL,TITULO,QTD_QUARTOS,AREA_M2,VAGAS_GARAGEM,QTD_BANHEIROS,CIDADE,BAIRRO,VALOR_RS,IPTU_RS,CONDOMINIO_RS,DATA_PUBLICACAO,LINK
32,921994390,Apartamento,"Apartamento 2 Quartos para Venda em Salvador, COSTA AZUL, 2 dormitórios, 1 suíte, 3 banhei",2.0,94.0,1.0,3.0,Salvador,Costa Azul,275000.0,82.0,410.0,2023-02-05 18:11,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-2-quartos-para-venda-em-salvador-costa-azul-2-dormitorios-1-suite-3-banhei-921994390
33,1124535316,Apartamento,"Apartamento 3 Quartos para Venda em Salvador, STIEP, 3 dormitórios, 1 suíte, 3 banheiros, ",3.0,74.0,2.0,3.0,Salvador,Stiep,490000.0,,690.0,2023-02-05 18:11,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-3-quartos-para-venda-em-salvador-stiep-3-dormitorios-1-suite-3-banheiros-1124535316
34,1058049390,Apartamento,Apartamento para venda tem 42 metros quadrados com 1 quarto em Pituba - Salvador - BA,1.0,42.0,1.0,1.0,Salvador,Pituba,250000.0,455.0,640.0,2023-02-05 18:11,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-42-metros-quadrados-com-1-quarto-em-pituba-salvador-ba-1058049390
35,875432477,Apartamento,"Apartamento com 4 dormitórios à venda, 128 m² por R$ 640.000,00 - Pituba - Salvador/BA",4.0,128.0,2.0,2.0,Salvador,Pituba,640000.0,143.0,,2023-02-05 18:11,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-4-dormitorios-a-venda-128-m-por-r-640-000-00-pituba-salvador-ba-875432477
36,996797640,Apartamento,"Salvador/BA, 3/Q, Bairro Graça, nascente, excelente localização.",3.0,107.0,2.0,3.0,Salvador,Graça,660000.0,145.0,,2023-02-05 18:11,https://ba.olx.com.br/grande-salvador/imoveis/salvador-ba-3-q-bairro-graca-nascente-excelente-localizacao-996797640
37,955359621,Apartamento,"Apartamento para Venda em Salvador, Parque Bela Vista, 1 dormitório, 1 suíte, 1 banheiro, ",1.0,41.0,1.0,1.0,Salvador,Brotas,215000.0,,530.0,2023-02-05 18:10,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-parque-bela-vista-1-dormitorio-1-suite-1-banheiro-955359621
38,884368393,Apartamento,Apartamento para venda tem 50 metros quadrados com 1 quarto em Centro - Salvador - Bahia,1.0,50.0,,1.0,Salvador,Centro,140000.0,,,2023-02-05 18:09,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-50-metros-quadrados-com-1-quarto-em-centro-salvador-bahia-884368393
39,1073941641,Apartamento,Apartamento para venda tem 77 metros quadrados com 2 quartos em Brotas - Salvador - Bahia,2.0,77.0,1.0,2.0,Salvador,Brotas,370000.0,150.0,,2023-02-05 18:09,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-77-metros-quadrados-com-2-quartos-em-brotas-salvador-bahia-1073941641
40,1005422778,Apartamento,SALVADOR - Apartamento Padrão - PITUBA,3.0,110.0,1.0,1.0,Salvador,Pituba,355000.0,107.0,,2023-02-05 18:09,https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-pituba-1005422778
41,1043609802,Casa,Casa duplex 4/4 em condomínio flamingos paradise praia do Flamengo,4.0,10.0,4.0,4.0,Salvador,Stella Maris,950000.0,1.0,1.0,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/casa-duplex-4-4-em-condominio-flamingos-paradise-praia-do-flamengo-1043609802
42,1016663405,Apartamento,Apartamento para venda tem 180 metros quadrados com 3 quartos em Barra - Salvador - BA,3.0,180.0,1.0,3.0,Salvador,Barra,2400000.0,,,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-180-metros-quadrados-com-3-quartos-em-barra-salvador-ba-1016663405
43,907046465,Casa,"Casa com 6 dorms, Pituaçu, Salvador - R$ 650 mil, Cod: 52400",5.0,230.0,1.0,4.0,Salvador,Pituaçu,650000.0,1300.0,,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/casa-com-6-dorms-pituacu-salvador-r-650-mil-cod-52400-907046465
44,1133154465,Apartamento,Apartamento para venda com 3 quartos em Stella Maris - Salvador - BA,3.0,80.0,1.0,3.0,Salvador,Stella Maris,330000.0,,,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-3-quartos-em-stella-maris-salvador-ba-1133154465
45,1134835596,Apartamento,Apto 2/4 - Pau da Lima - 3º Andar - Nascente - Perto da Maxxi Atacado,2.0,52.0,,1.0,Salvador,Pau da Lima,110000.0,27.0,100.0,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/apto-2-4-pau-da-lima-3-andar-nascente-perto-da-maxxi-atacado-1134835596
46,1121141541,Apartamento,"Felice Pituaçu Apt de 75m2 com 02 quartos, sendo 1 suíte Vista mar e  andar alto.",2.0,75.0,2.0,3.0,Salvador,Pituaçu,650000.0,700.0,680.0,2023-02-05 18:08,https://ba.olx.com.br/grande-salvador/imoveis/felice-pituacu-apt-de-75m2-com-02-quartos-sendo-1-suite-vista-mar-e-andar-alto-1121141541
47,1101603183,Apartamento,Apartamentos com 2 e 3 quartos - Lançamento Ancoratto em Jaguaribe:,2.0,65.0,1.0,2.0,Salvador,Jaguaribe,521000.0,1.0,1.0,2023-02-05 18:05,https://ba.olx.com.br/grande-salvador/imoveis/apartamentos-com-2-e-3-quartos-lancamento-ancoratto-em-jaguaribe-1101603183
48,1098191474,Apartamento,Absolutto Imbuí- 3/4- Andar Alto- Vista Praça- 2 Vagas de garagem- Infraestrutura- Villa A,3.0,85.0,2.0,2.0,Salvador,Imbuí,650000.0,111.0,,2023-02-05 18:05,https://ba.olx.com.br/grande-salvador/imoveis/absolutto-imbui-3-4-andar-alto-vista-praca-2-vagas-de-garagem-infraestrutura-villa-a-1098191474
49,1067182839,Apartamento,"Apartamento para Venda em Salvador, Jardim Apipema, 3 dormitórios, 1 suíte, 3 banheiros, 2",3.0,109.0,2.0,3.0,Salvador,Jardim Apipema,440000.0,2106.0,,2023-02-05 18:05,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-jardim-apipema-3-dormitorios-1-suite-3-banheiros-2-1067182839
50,938385936,Apartamento,SALVADOR - RESIDENCIAL - ITAIGARA,4.0,322.0,5.0,5.0,Salvador,Itaigara,2390000.0,898.0,2924.0,2023-02-05 18:04,https://ba.olx.com.br/grande-salvador/imoveis/salvador-residencial-itaigara-938385936
51,1086717861,Apartamento,Apartamento para venda possui 55 m² com 2 quartos em Arraial do Retiro - Salvador - BA,2.0,55.0,1.0,1.0,Salvador,Arraial do Retiro,135000.0,,220.0,2023-02-05 18:04,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-55-m-com-2-quartos-em-arraial-do-retiro-salvador-ba-1086717861
52,978468149,Apartamento,2/4 Cores de Piatã,2.0,50.0,1.0,1.0,Salvador,Piatã,190000.0,700.0,,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/2-4-cores-de-piata-978468149
53,1043395748,Casa,"Casa para Venda em Salvador, Caminho das Árvores, 6 dormitórios, 5 suítes, 6 banheiros, 4 ",5.0,436.0,4.0,5.0,Salvador,Caminho das Árvores,2500000.0,1.0,1.0,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/casa-para-venda-em-salvador-caminho-das-arvores-6-dormitorios-5-suites-6-banheiros-4-1043395748
54,1033990319,Apartamento,Smart Costa Azul Pronto,1.0,18.0,1.0,1.0,Salvador,Costa Azul,190000.0,,,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/smart-costa-azul-pronto-1033990319
55,1014476216,Apartamento,"Apartamento para Venda em Salvador, Horto Florestal, 1 dormitório, 1 suíte, 1 banheiro, 1 ",1.0,43.0,1.0,1.0,Salvador,Horto Florestal,530000.0,1.0,1.0,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-horto-florestal-1-dormitorio-1-suite-1-banheiro-1-1014476216
56,1051108433,Apartamento,Apartamento para venda SMART ITAPUÃ possui 25 metros quadrados com 1 quarto,1.0,25.0,1.0,1.0,Salvador,Jardim Placaford,210000.0,,450.0,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-smart-itapua-possui-25-metros-quadrados-com-1-quarto-1051108433
57,917402207,Apartamento,Apartamento para venda tem 170 metros quadrados com 4 quartos em Graça - Salvador - BA,4.0,170.0,3.0,5.0,Salvador,Graça,2200000.0,727.0,1250.0,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-170-metros-quadrados-com-4-quartos-em-graca-salvador-ba-917402207
58,1082481513,Apartamento,Haus Horto Florestal - seu 2/4 com qualidade e tranquilidade.,2.0,61.0,1.0,2.0,Salvador,Horto Florestal,696492.0,,,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/haus-horto-florestal-seu-2-4-com-qualidade-e-tranquilidade-1082481513
59,1078693872,Apartamento,"Apartamento residencial para Venda na Rua Jardim Alto do Itaigara no Itaigara, Salvador 3 ",3.0,166.0,3.0,2.0,Salvador,Itaigara,1330000.0,200.0,1300.0,2023-02-05 18:02,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-residencial-para-venda-na-rua-jardim-alto-do-itaigara-no-itaigara-salvador-3-1078693872
60,1115570767,Apartamento,Apartamento para venda possui 47m² com 1 quarto em Federação - Salvador - BA,1.0,47.0,1.0,1.0,Salvador,Federação,380000.0,60.0,475.0,2023-02-05 18:01,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-47m-com-1-quarto-em-federacao-salvador-ba-1115570767
61,1086667459,Apartamento,"Apartamento para Venda em Salvador, Pituba, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",2.0,62.0,1.0,2.0,Salvador,Pituba,280000.0,79.0,800.0,2023-02-05 18:01,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-pituba-2-dormitorios-1-suite-2-banheiros-1-vaga-1086667459
62,991923092,Apartamento,Apartamento para venda tem 150 metros quadrados com 3 quartos em Pituba - Salvador - BA,3.0,150.0,1.0,3.0,Salvador,Pituba,620000.0,126.0,1140.0,2023-02-05 18:01,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-150-metros-quadrados-com-3-quartos-em-pituba-salvador-ba-991923092
63,936742778,Apartamento,"APARTAMENTO RESIDENCIAL em SALVADOR - BA, GRAÇA",4.0,200.0,4.0,5.0,Salvador,Graça,975000.0,397.0,1600.0,2023-02-05 17:59,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-residencial-em-salvador-ba-graca-936742778
64,1116352070,Apartamento,"Apartamento com 1 dormitório à venda, 57 m² por R$ 419.000,00 - Rio Vermelho - Salvador/BA",1.0,57.0,1.0,1.0,Salvador,Federação,419000.0,178.0,850.0,2023-02-05 17:58,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-1-dormitorio-a-venda-57-m-por-r-419-000-00-rio-vermelho-salvador-ba-1116352070
65,1038223727,Casa,"CASA, 4 SUÍTES, ALPHAVILLE, CONDOMÍNIO ITAPARICA",4.0,300.0,5.0,3.0,Salvador,Alphaville I,2400000.0,500.0,1700.0,2023-02-05 17:57,https://ba.olx.com.br/grande-salvador/imoveis/casa-4-suites-alphaville-condominio-itaparica-1038223727
66,1069801894,Apartamento,"Apartamento 3 Quartos a venda com 106 m² na Paralela, Ao lado da Faculdade.",3.0,106.0,2.0,2.0,Salvador,Centro Administrativo da Bahia,680000.0,150.0,750.0,2023-02-05 17:57,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-3-quartos-a-venda-com-106-m-na-paralela-ao-lado-da-faculdade-1069801894
67,1047466230,Apartamento,"Vendo Apartamento /Loft Duplex  93 m² 1 quarto,vista mar  Caminho das Árvores - Salvador -",1.0,93.0,2.0,2.0,Salvador,Caminho das Árvores,589000.0,2537.0,,2023-02-05 17:56,https://ba.olx.com.br/grande-salvador/imoveis/vendo-apartamento-loft-duplex-93-m-1-quarto-vista-mar-caminho-das-arvores-salvador-1047466230
68,1038335827,Apartamento,Oportunidade Piatã,2.0,71.0,1.0,2.0,Salvador,Piatã,459000.0,139.0,388.0,2023-02-05 17:56,https://ba.olx.com.br/grande-salvador/imoveis/oportunidade-piata-1038335827
69,891736249,Casa,"Casa à venda com 430m², 5 quartos no Caminho das Árvores - Salvador - BA",4.0,430.0,4.0,5.0,Salvador,Caminho das Árvores,2200000.0,3600.0,,2023-02-05 17:56,https://ba.olx.com.br/grande-salvador/imoveis/casa-a-venda-com-430m-5-quartos-no-caminho-das-arvores-salvador-ba-891736249
70,1095710027,Apartamento,Apartamento para venda com 3 quartos em Armação - Salvador - Bahia,3.0,70.0,1.0,2.0,Salvador,Armação,355000.0,90.0,650.0,2023-02-05 17:56,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-3-quartos-em-armacao-salvador-bahia-1095710027
71,1138317261,Apartamento,"3/4, sendo 1 Suite, Varanda, espaçoso, reformado com dependência completa",3.0,90.0,2.0,3.0,Salvador,Imbuí,350000.0,900.0,500.0,2023-02-05 17:56,https://ba.olx.com.br/grande-salvador/imoveis/3-4-sendo-1-suite-varanda-espacoso-reformado-com-dependencia-completa-1138317261
72,892122311,Casa,Casa 4 quartos 3 suítes mobiliada e decorada em Alphaville 1,4.0,600.0,5.0,5.0,Salvador,Alphaville I,7800000.0,585.0,1745.0,2023-02-05 17:54,https://ba.olx.com.br/grande-salvador/imoveis/casa-4-quartos-3-suites-mobiliada-e-decorada-em-alphaville-1-892122311
73,1035278635,Apartamento,Apartamento para venda com 64 metros quadrados 2 quartos Condomínio Morada Alto do Imbuí,2.0,64.0,1.0,2.0,Salvador,Imbuí,350000.0,1228.0,380.0,2023-02-05 17:54,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-64-metros-quadrados-2-quartos-condominio-morada-alto-do-imbui-1035278635
74,1070635173,Apartamento,"Apartamento para Venda em Salvador, Jardim Apipema, 4 dormitórios, 1 suíte, 4 banheiros, 2",4.0,156.0,2.0,4.0,Salvador,Jardim Apipema,980000.0,350.0,1650.0,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-jardim-apipema-4-dormitorios-1-suite-4-banheiros-2-1070635173
75,940432188,Apartamento,Apartamento de um quarto a venda no Costa Azul. Fale com Denise #71*99700*7780#,1.0,13.0,1.0,1.0,Salvador,Costa Azul,165000.0,70.0,,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-de-um-quarto-a-venda-no-costa-azul-fale-com-denise-71-99700-7780-940432188
76,1088196529,Apartamento,"Apartamento 2 Quartos, Santa Teresa, 90 m², Bem localizado",2.0,90.0,2.0,2.0,Salvador,Luiz Anselmo,260000.0,500.0,200.0,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-2-quartos-santa-teresa-90-m-bem-localizado-1088196529
77,1073508106,Apartamento,APT2/4NAZARE 96m2.PERTODETUDO,2.0,96.0,,2.0,Salvador,Nazaré,170000.0,35.0,120.0,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apt2-4nazare-96m2-pertodetudo-1073508106
78,1069114170,Apartamento,Apartamento com 4 quartos a venda na Graça,4.0,189.0,3.0,5.0,Salvador,Graça,2530000.0,970.0,,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-4-quartos-a-venda-na-graca-1069114170
79,1075678807,Apartamento,Apartamento com 2 quartos a venda no Caminho das Árvores,2.0,85.0,1.0,2.0,Salvador,Caminho das Árvores,429000.0,1680.0,,2023-02-05 17:53,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-2-quartos-a-venda-no-caminho-das-arvores-1075678807
80,1101620582,Casa,Casa para venda possui 232 metros quadrados com 8 quartos em Rio Vermelho - Salvador - BA,5.0,232.0,3.0,3.0,Salvador,Rio Vermelho,680000.0,410.0,,2023-02-05 17:52,https://ba.olx.com.br/grande-salvador/imoveis/casa-para-venda-possui-232-metros-quadrados-com-8-quartos-em-rio-vermelho-salvador-ba-1101620582
81,1028135433,Casa,"Vendo Casa 3/4,  365M² - Pituba",3.0,365.0,2.0,2.0,Salvador,Pituba,1200000.0,170.0,700.0,2023-02-05 17:52,https://ba.olx.com.br/grande-salvador/imoveis/vendo-casa-3-4-365m-pituba-1028135433
82,994266556,Apartamento,Apartamento para venda com 76 metros quadrados com 2 quartos em Itaigara - Salvador - BA,2.0,76.0,1.0,3.0,Salvador,Itaigara,450000.0,1308.0,500.0,2023-02-05 17:52,https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-76-metros-quadrados-com-2-quartos-em-itaigara-salvador-ba-994266556
